name	ratings	date	helpful	comment	comment_len
Allen C	1	2019-06-20	0	난 탈퇴하고 삭제함 쿠폰은 동등하게 줘야지~ 누군주고 누군 안줌? 연예인이나 먹방하는사람들만 쿠폰주는겨?	58
김용현	1	2020-02-17	1	배달의 민족으로 피자가게랑냉면집 가게 두곳을 주문했는데 재고부족으로 가게쪽에서 주문취소를 하셨는데 체크카드에서 제돈 36000원이 빠져 나간뒤로 통장에 다시 입금이 안돼네요 뭡니까?제돈 36000원 어디갔나요??	118
장비만프로	1	2020-04-18	2	애시당초 이런 플랫폼이 편의가 아닌 양아치적 생각으로 접근해서 만들어진 플랫폼	43
최다영	1	2019-06-18	2	vip건뭐건 뽑히지도 않는 쿠폰이벤트로 성질긁더니 별알지도못하는 연예인들, 유튜버들한테는 쿠폰 잘만 주네요???장사 그렇게 하는거 아닙니다	77
하이	1	2020-12-19	0	별0개를 매길 수 없어 1개를 줘야하는 앱	23
댕댕	1	2020-04-08	1	배민 불매합니다. 라이더와 가맹점주에게도 불합리한 결정입니다. 가맹점에 직접 전화걸어 배달 하겠습니다	56
YEONSEOP CHOI	1	2019-06-20	0	지금까지 5년이나 홍보효과생각해서이벤트 진행해줬는데 왜 몰라주는거야? 그래 미안하다 까짓것 사과문 한번 올려줄게^^ 니들은 계속 우리어플이용해^^7	82
입람프	1	2021-05-18	0	포장/방문판매인데도 배달팁이 왜 붙나요?	22
펭귄	1	2019-05-16	5	배달의 민족인데 배달이 안 됨 극혐. 요기요나 전화배달로 잘만 시키던 곳들인데 배달의민족 어플 좋다고 해서 써보려고 했더만 배달 가능 지역이 아니라면서 되는 곳이 없음. 심지어 걸어서 5분도 안 되는 곳인데 배달 불가능 지역 ㅋㅋㅋㅋ 근데 웃긴건 진짜 먼 곳인데 배달 가능함 ㅋㅋㅋㅋ 패스트 푸드, 치킨, 분식, 중식 다 안 됨 ㅋㅋㅋ 아니 ㅋㅋㅋ 배달이 불가능하면 목록에 뜨질 말든가 목록은 오지게 많이 뜨는데 배달이 다 불가능임. 내가 산골 주소로 등록했나 싶어서 확인해봐도 정확히 우리집 주소 맞았음. 배달의 민족이지만 배달 가능 지역은 극혐임 그냥 요기요나 배달통 쓰렵니다.	325
Hyeji Kim	1	2020-04-08	1	수수료 폭리 실망스럽습니다	14
Jonguk Won	1	2020-04-08	1	이 어려운 시기에 나만 잘 살아보겠다는 심보. 혼쭐나야 합니다.	35
혁권	1	2020-04-07	0	요즘 욕 많이 먹던데..잘좀 하소 ㅋㅋ	21
0 0	1	2020-10-08	2	30000원 이상 부터 쿠폰을 사용할 수 있는거면 쿠폰은 왜주는 건가요...	42
Google 사용자	1	2018-11-01	0	한시간 지났는데 왜 리뷰 안써지냐고ㅡㅡ	21
강필경	1	2020-04-06	2	자영업자들의 공공의적. 수수료 기반 어플은 폐지되어야 마땅합니다. 모든 물가상승의 주범중 하나가 확실합니다.	60
종이	1	2019-04-29	2	별한개도 아깝다 쓰레기같은 어플	17
나도몰라	1	2020-08-29	0	별로 진짜 다 식어서 옴;;;	16
김호걸	1	2018-12-24	1	손님들이 사장님들에게 갑질하기편하라고만든어플	24
볼리베어	1	2020-02-01	0	아니 배그모바일 kp서버에서 1등하면 준다메 걍 축하메세지도 없어 ㅡㅡ 기븐 진짜 더럽다	49
신기루	1	2020-04-24	3	앱 안정성이 딱 운영수준만하네요	17
김원재	1	2020-07-30	3	뉴스보고 삭제합니다. 갑질좀 그만하세요.	22
Jason Kim	1	2020-04-06	2	삭제했습니다!!! 별한개도 아깝네요	19
deutch choi	1	2020-04-05	0	수수료 적당히 먹읍시다	12
Geomham justin	1	2020-04-12	0	말해뭐해~아웃이지 독일에 많이 퍼다주세용~^^저도 배민,요기요 다삭제 했어요.죽쒀서 우아한님들 배불리는꼴(독일)이라 얼른 각지방자체에서 앱이 나오길 간절히바랍니다.어차피뭐 당신등은 망해도 그만 독일에 팔아쳐먹었으니.수고욤	123
허시heosee	1	2020-04-07	3	쿠폰도 안주고 수수료도 높이시네요	18
James Shields	1	2020-04-05	0	자영업자들 다 죽이려드는 배민 망해라 제발 그 화살은 결국 소비자들 가격인상으로 오겠네 너거들이랑 요기요에서 메뉴 정보만보고 전화로 시키면 그만 ㅋ	82
Google 사용자	1	2019-02-11	0	우리집쪽에 배달할수있는데안뜸많은데..안뜨네	23
전종범	1	2019-04-24	1	선착순 이벤트 진짜 그냥 농락하려고 만든 거 같음...	30
김서린	1	2020-07-06	1	핸드폰으로 바달 알람이 울리지 않습니다	21
H강준	1	2020-04-07	1	수수료 상향도 반대고 독점도 반대핮니다. 그렇게 살지 말자~	33
ddirri dodo	1	2020-04-07	5	요즘 같은 시국에 그게 할 짓이냐? 진짜 오만정떨어져서 못쓰겠다. 삭제합니다^^	44
짹짹이아빠	1	2020-04-07	2	회원탈퇴 후 앱 삭제 했어요. 어느 순간부터 할인 혜택도 별로 없고해서 이참에 아웃!	47
이영택	1	2020-04-08	0	좀 놀랬습니다...이 시국에요...실망감이 너무 큽니다...	33
Hyua Kim	1	2018-10-09	0	배달 어플인데 음식 배달은 안오고 배달 누락만 오는 어플	31
건희윤	1	2019-08-11	0	서버터지는게 말복 이벤트인줄은 몰랐네ㅋㅋㅋㅋㅋㅋ	26
윤대디	1	2020-04-07	0	정신 차리세요..배달통요기요 삭제하고 그나마 배민만 쓰고 있었는데.. 에휴.. 이재명 아저씨 화이팅	55
정J	1	2019-06-15	5	탈퇴하고 앱 삭제했어요 이벤트도 쪼잔하고 인플루언서들한테는 쿠폰뿌리고 너무하다싶음 ㅋㅋ	48
이정훈	1	2020-04-09	0	평점왠만하면 안남기는데 남기고 지울라고 배민망해라	27
휘따루	1	2019-06-25	0	쓰레기어플 배민 일반인들 등골빼먹고 연예인똥꼬나열심히빠셈ㅋ 여러분 연예인.언플루언서.유튜버만이 아닌 누!구!나! 차별없이 매일매일 배달할인해주는 요!기!요! 쓰세요^^~ 실패한 마케팅의 대표적 사례 배민 잘웃다갑니다 풉킥ㅋㅋㅋㅋㅋㅋㅋ	130
화니둥이	1	2020-11-23	1	주소 안맞으면 푸쉬알람이라도 주면 안되나요 하 주소 바껴서 퀵비 두배로 낸게 몇번인지 모르겠네	52
H.G Kim	1	2019-06-24	4	삭제한다 느그민족 연얜이랑 블로거끼리 서로 돌려먹어라 이젠 추가. 그래서 한다는 답변이 느그들오해다? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ끝까지 본인들은 좋은맘에한거고 비비꼬인 우리가 오해한거다 ㅋㅋㅋㅋㅋ특혜로 될게더잇는지 보겠다고? 뭐 맥이는거임 지금? ㅋㅋㅋ	137
술마신용병	1	2019-06-11	0	아니 위치 정보가 않 되잖아요 아니 우리형만 되고 왜나만 그러는데요?	38
진승민	1	2020-04-08	0	아이구 그렇게나 자영업자 분들의 돈을 야금야금 뜯어먹고 싶었어요?? 안그래도 다들 힘들어죽겠는데 니들 배는 부르고 싶었어요?? 진짜 내가 다시 니네 사용하나 보자	90
아싸리쿵따	1	2019-06-25	0	별로...리뷰보는데 똑같은 사람이 똑같은 댓글담....누가봐도 주작가능......이런건 안거르나ㅜㅜㅜ	56
밀감	1	2020-04-09	0	우리민족 우리 민족 하더니 여기도 결국의 독일회사였네요 수수료 인상에... 정말 실망했습니다 많은 음식들 시켜먹었었는데 삭제하겠습니다	74
WOW WOW	1	2020-11-03	1	배달시킨 음식점 음식이 이상해서 그대로 후기 남겼더니 배민 고객센터에서 전화가 와서는 업체 사장님이 항의했다고 후기 지워달라고 하네요. 좋은 후기만 쓰게 할거면 후기기능응 그냥 빼세요. 업체들한테 이용비 받으니까 업체 사장을 편들어주는거네.	134
정승수	1	2020-01-25	1	이벤트 30분동안 참여하다 화딱지나서 삭제했습니다.	28
김윤정	1	2020-04-09	0	수수료 인상해서 가뜩이나 이 시국에 어려운 소상공인들 등골빼먹는거 보고 회훤탈퇴, 앱 삭제합니다.	54
임선웅	1	2019-07-27	0	배민라이더스 또 안뜨네요 이번이 벌써 몇번째인지.. 저번엔 재설치하니 뜨던데 이젠 되지도 않고..	54
EXP	1	2021-04-17	1	쓰레기 전체보기도 없음	12
조자두	1	2020-04-08	1	배민아 주문량 많아지니까 배달비쳐올리냐?? 지금 다들 먹고살기힘들고 나가기힘들어 배달량이 늘어나는데 이때다싶어 금액올리고 지금 장사하냐?? 탈퇴한다	82
드래곤	1	2020-04-09	0	힘든시기에 소상공인 등골 빼먹는 어플삭제 합니다	26
Philip Bierk Sebastian	1	2020-08-29	2	또 서버오류인가요 접속이 안 되네요	19
이윤수	1	2019-04-26	1	선착순 한번도 안된다....	15
김동철	1	2020-10-23	0	쓰래기 주문기능에 상담사가 협박하는 새로운 경험을 하게 헤주어 회원탈퇴함 정말 최악의 하루를 만들어 줘서 고맙습니다 ㅆ	66
김도훈	1	2020-07-04	2	할인도 별로 없고 별로임	13
강민우	1	2019-07-24	2	현재 페이스북 로그인이안되요 갑자기	19
Younguk Kim	1	2019-06-20	16	1점도아까운 여혐범벅 앱 ㅎㅎㅎㅎㅎㅎ 누가 포스트잇에 잊지말아야할것에 팀장님 설탕, 내 성형전얼굴, 주차구역 이런걸 적음?????? 아직까지 시대흐름 못읽고 vip vvip 고객들 찬밥 먹일때부터 알아봤어야했는데 ㅋㅋㅋㅋㅋ 쌩뚱맞은 연예인들 홍보하고 주 고객층은 나가리~ 심지어 지금 응대하는 모든 대답도 ctrl+c ctrl+v 복붙만 웅앵웅~ 뭐가 미안하고 죄송하신지 전혀 모르겠네요~~ 다른데로 갈아타러 갑니다~	233
정태훈	1	2020-04-09	0	U.I 변경되고 요이요랑 똑같이 이상해졌음. 그냥 안써	30
H Yun	1	2019-06-19	2	사과문도 진짜 못 쓴다. 탈퇴함 ㅋ	19
조원오	1	2020-04-07	1	이글을 마지막으로 배민 지울겁니다. 뉴스보고 참 ...한숨 나오네요 이시국에 소상공인 얼마나 힘들까 생각 안드나 싶어요	66
신성욱	1	2020-09-20	1	첫 주문 쿠폰받아서 쓸라니까 다른거 주문했었다고 못쓰게 하네요 추합니다	39
Ran Kim	1	2020-06-06	1	신규가입 번호로 주문하려했더니 쿠폰 증발. 게다가 독점 뒈	32
깁이	1	2020-11-20	1	가게 차단이런기능도잇엇으면하는..	18
A효빈	1	2019-04-29	3	이번 이벤트 대란 승리는 요기요 다 다들 요기요로 빤스런 가자 요기요도 배민이 뻘짓하는거 보고 치킨게임 멈췄잖아 보고있나 배민?	71
김세순	1	2020-04-07	0	삭제한다이~ 별한개도 아깝다!!! 중계앱 하나로 어디까지 빼먹으려고 하냐? 상생없는 기업은 퇴출이 답이지~~~	61
네르네르Crea	1	2020-05-02	1	탈퇴하려고 재설치합니다. 수고하세요	19
Shine K	1	2021-03-22	0	외국인이라 자금세탁? 때문에 선물받기 사용하기가 다 안된다네요.. 카카오페이랑 다른덴 다되는데요?? 그리고 선물금액이 해밧자 5만원인데 자금세탁이라니 ㅋㅋㅋㅋㅋ	89
김다혜	1	2020-09-05	1	앱이 버벅거리고 왜 시작이늦고 몇번들어가야 사용할수있는거죠?	33
김시연	1	2020-04-07	1	제발 독점 구조좀 해소되었으면 좋겠어요 진정으로 점주들을 위한 앱이 나오길	41
박하영	1	2020-05-18	0	2001년생이라 성년의날 쿠폰 받을려고 하는데 이벤트 대상자가 아니라고 뜨는데 왜그런거죠??	51
박경목	1	2020-04-09	1	개구리 올챙이적 생각못하는..한심한.. 탈퇴 후 글..!	31
유지수	1	2020-04-07	2	동참하겠습니다 조금불편해도 그냥 검색해서 시켜먹어야지...	32
정석현	1	2019-09-15	1	인터페이스가 불편해요	11
형독	1	2021-06-05	1	배달 너무 늦게옴	9
U Me	1	2019-06-17	3	실사용자들은 빈정상해서 탈퇴합니다 ㅂㅂ	21
Skatas	1	2020-04-09	2	이 시국에 눈치없이 서민들 피빨아먹어주셔서 감사합니다~^^ 불편해도 전화해서 주문하겠습니다 ㅎㅎ	53
Bong 9	1	2020-08-25	2	절실한 소상공인을 돕고 살아야 하는 기업이 소상공인한테 부담은 부담대로 다 떠 앉고 심지어 콜센터 전화비용까지 떠넘기는건 너무하지 않나요? 나중에 지역전용배달앱 나와서 그때 땅치고 후회하지 말고 늦게라도 소상공인을 위해 상생하세요	128
h gilbert	1	2020-04-10	0	그동안 잘썼습니다	9
조민석	1	2019-10-31	4	안드로이드도 업데이트 바로 합시다	18
??	1	2021-05-29	0	첫 배달인데 할인 안해주네요 광고는 1만원 할인인데	28
김성익	1	2018-12-19	1	학생은 쓰지마라? 진짜 최악이네요;; 다시는 이 어플 안씁니다	34
김김창현	1	2019-12-29	0	쿠폰받았는데 왜 자꾸 쿠본함에 생겼다가 없어지는 현상 장난하시는건가요 ?	40
물보라	1	2019-06-19	3	이 앱 삭제하고 떠납니다.이벤트 기획한 머저리들에게 축복을!!	34
ㅎㅇㅅㅇ	1	2020-07-30	0	배달 오토바이가 완전 길을 돌아갖고오는게 한두번이 아니네요	32
_ study	1	2020-12-04	1	별로에요 리뷰가 신뢰성이 안갈정도로 높아요..	25
챙	1	2020-05-05	0	아니ㅋ 음식시키는건데 14세미만 실화?! 음식도 15살부터 사라넼	36
신현민	1	2020-12-03	0	쿠폰 주는거 맞나요? 처음 깔면 1만원 할인 쿠폰 준다던데 인증 하다고 계정 연결 다했는데도 안주시네요? ㅋㅋ 말을 해보시면 좋을듯 빨리	76
_Hagi CSR	1	2019-04-18	0	컨트롤 c v 대답하거나 인위적으로 고객답변 하지마라 좀 알겠냐 니들 부모님한테도 그럴거냐? 아니다 내가 거기 이직해서 답변그렇게할게 알겠지? 아주 잣같은이벤트 매일 누구 머가리에서나오는건지 니들 이번이벤트 사태 심각성모르나본데 이건 시간이지나면 알게될거야 모든 진실은 묻히지않거든 그럼 삭제 ㅅㄱ	166
니가뭔데?	1	2020-04-22	1	미투 운동으로 광고를하냐 무슨ㅋㅋ와 진짜 정뚝떨 요기@로 갈께영!!♡♡	39
바카스	1	2019-06-23	0	제천아니고선 쓰기 힘든 어플	15
전현욱	1	2021-03-04	1	어플 설치가 안됩니다 ㅠㅠ	14
한마리만	1	2020-04-05	3	수수료 올려서 소비자에게 결국 가격인상되는 쓰레기 어플	30
김현아	1	2019-06-14	35	고객한테는 1원도 할인해주기 아까워하면서 누군지도 모르겠는 셀럽들한텐 10000원 할인쿠폰 두둑하게 뿌리는 사용자 호구로 보는 어플^^ 느그끼리 잘 먹고 잘 사세요 난 요기요로 갈아탄다	103
Jang Jason	1	2020-04-07	0	수수료 내려줘도 모자랄판에 참 우아하네요. 탈퇴하고 삭제합니다. 참고로 모회사가 같은 요기요도 삭제합니다.	59
오지웅	1	2021-03-19	0	별점리뷰때문에 망함	10
쿠오	1	2019-04-29	5	이벤트 장난하나 2시간 기다리게 하고 내일? 덕분에 쫄쫄 굶었네요 화가납니다.. 욕하고 싶네요	52
최총대	1	2020-08-04	1	네이버 앱 다운 안받으면 네이버 로그인이 안되요	26
하라라	1	2020-08-28	1	아니 첫주문 쿠폰 다운로드했고 친구초대 쿠폰 다운로드해놨는데 친구초대 쿠폰 먼저썼다고 못쓰게 하는게 말이되나	60
성기사	1	2020-05-10	0	배달비 엄청 받아드시네요	13
남궁연우	1	2020-04-09	2	별이 0개가 안돼네요 탈퇴완료요	17
김주희	1	2019-04-15	2	이벤트를왜하는지.사람우롱하는것도아니고. 빈정상하게 ..그래서탈퇴했음	37
JAh SOHN	1	2019-12-07	0	왜 카드 신한현대롯데하나국민말고는 어떻게 등록하나요 어이없네요 뭐 이렇게 만들어놓고 배민페이를 하겠다고	57
박찬호	1	2019-08-11	0	별 1개도 아까운 쓰레기같은 앱이네요^^ 서버 개복치^^ 제발 이런앱 쓰지 마세요!!~~~~	51
Young Bin Kim	1	2020-04-07	0	힘내세요 배민!! 저는 안쓸랍니다~ 잘나가니까 소상공인 뒷통수나 치고~	39
ji h	1	2020-02-26	0	배달 많다고 먼곳은 배달 안된다고 짜르고 그럴거면 왜 이딴앱 만들어서 사람 가지고 놀아요?	50
water proof	1	2019-03-21	14	왜 로그인 안되죠? 삭제했다가 다시 깔아도 똑같네요	28
날좀보숑	1	2019-06-14	6	이벤트 그냥 안하는게 배민에 이득 ^^ 요기요 수수료쎄도 간편^^	36
안규현	1	2020-11-16	1	왜 전화주믄밖에안되게뜨지ㅡㅡ	15
S J	1	2020-04-07	0	음 빠이염 ...이 시국에 수수료 인상 정말 깹니다	28
더너눤	1	2020-04-13	0	그동안 잘썼습니다	9
두근비오는날	1	2019-04-13	0	만나서결제는 할인도 안되고 짜증나네 똑같이 돈들여서 먹는데 할인을 못받아 !!!	44
벨벨	1	2019-06-25	1	배민이 쏜다! 일반사용자 호구들은 관심없고 유명인들한테만 쏜다! 삭제하구 탈퇴까지 했네여ㅎㅎ 덕분에 다이어트하겠어용^^ 다른 앱 많아서 상관없으려나ㅎㅎ + 이제 1등 배달앱 아니신거같은데ㅎㅎ정보 업뎃좀요!^^	116
SH L	1	2019-08-03	0	가입 첫주문자한테 쿠폰5천원짜리 2장주는데 쿠폰등록을해야하나요? 뭐어떻게하는지 설명이 안나와있네요 쓰라는건지 말라는건지	66
In woo Kim	1	2020-04-07	0	고생하는 요식업 자영업자 등에 빨때 꽂아서 등골 빨아먹는 회사의 앱은 앞으로 사용하지 않겠습니다.	54
황태자	1	2018-11-14	0	가게 오픈한지 4~5개월도 안되서 3000~4000원 가량 올린건 너무 한거 아닙니까????	51
김동영	1	2020-05-18	2	물가상승의 주범	8
전수빈	1	2020-06-16	1	배달팁 그만올려 이제 이러다가 음식값보다 배달팁이 더 커지겠다	34
서영환	1	2018-10-03	0	왜 주소가 지맘대로 바뀌나요?? 도대체 왜 이런식으로 만든거죠??	36
김쟈야	1	2019-06-20	2	별한개도 아깝다 요기요로 갈아탄다	18
?????	1	2019-07-21	3	님들 월급도 선착순으로 받으셈 월급날 먼저받는사람만 받도록^^	34
hs Bae	1	2020-04-10	5	니들한테 가는 돈 10원도 아까워서 불편함 감수하고 전화주문한다.	36
황석영	1	2019-08-16	1	배달누락 취소 시간연장 빈번함	16
담어돈	1	2020-07-12	3	첫주문, 첫 배민오더 이딴 일회성 이벤트 좀 그만 처 내라 배민이 나온지가 몆년이고,다운수가 천만을 넘는데 첫주문인 사람이 얼마나 있겠냐? 이벤트를 하기 싫으면 그냥 하지마 괜히 보면 꼬우니까	107
백승민	1	2019-04-16	7	배민 쓰래기 어플. 티바두마리 치킨에에 주문 했더니..가게에서 취소 시켰다. 김해 내동점. 페널티 줘라. 쓰래기 이벤트. 전화 한통 없이 취소 시키네.	84
아이앙리이	1	2020-04-26	0	외양간 잘 고치세요	10
SEUNGBIN KIM	1	2020-04-07	2	수수료 폭리 너무 심함	12
Google 사용자	1	2018-11-22	0	배민 또 오류나네요 왜 안들어 가지죸ㅋㅋ	22
white lily	1	2020-04-10	2	19/3 해악이 많은 비지니스 20/4 질문에 답해드리죠 : 시장통 자리세 삥뜯는 동네 양아치 4/10 입에 침도 안 바르고 반성하는 척 하면서 뒤로는 오토바이 배달 요금 후려치는 집단	103
Boram Lee	1	2019-08-11	0	거지같은 앱.. 먹통..먹통.. 먹통.. 이럴거면 이벤트 좀 하지마세요	39
이현진	1	2019-06-20	1	배민 탈퇴하고 요기요갈게용~~~요기요가 최고예용용용ㅎ용ㅇ	31
모모	1	2020-04-07	0	수수료로 장난질 치는 배민 탈퇴 완료~~	22
김윤성	1	2019-09-28	1	배달이 됐는지 안됐는지 확인은 좀 해라	21
손형주	1	2020-10-25	1	오류 공지 왜 없나요?	12
이재원	1	2021-04-15	0	연결이 왜 불안정할까요;;^^	16
레버	1	2020-04-06	0	갑질에 영구정지 예전부터 안썻지만 이젠 코로나 역이용해먹네 ㅋㅋ	35
자답자문	1	2019-04-21	1	치킨0원이벤트때 성공한줄알앗는데 배달어렵다고 주문취소됨 ㅋㅋ 진짜황당하네	40
zeejijee zi	1	2020-04-07	0	당장은 어쩔수 없지만 공공앱 나오면 바로 삭제할거에요..	31
changsoo lee	1	2019-03-08	0	이회사 망했음 좋겠음.. 광고 사장들 다직이더니 이젠 배민상회인지 먼지까지 만들어서 이젠 식재료, 포장지 시장까지 잡아먹을라네... 나 식자재 사장이다 배민 삭제	90
비뉘	1	2019-04-30	1	삭제합니다. 회원 우롱하는 랜덤 이벤트 역겹습니다. 적당히들 하세요	37
안백용	1	2019-03-19	0	쓰레기 중간에 수수료 챙기는 쓰레기 도움이 안되는 쓰레기앱	32
김규일	1	2019-06-21	0	일부 유명인들을위한 특혜를주고나선 논란되니까 일부를위한 특혜라고 이해될것을 예상하지못했습니다?? 각기다른 쿠폰논란 리뷰마다 다 똑같은 매크로 답변다는것도 회사 경영방침인가보네요 개 돼지들아 떠들어라 시간지나면 잊혀진다 잊혀지면 또 개돼지들이 이용해주니까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 몇십 몇백만원 단골 이용고객에겐 100원짜리쿠폰 유명연예인 유명인들에겐 만원짜리쿠폰 100장 배달의민족 경영방침 잘 봤습니다 앞으로 절대 이용안합니다 ^^ 그리고 이름만 복사 붙여넣기한 매크로답변 너무역겨운데 그냥 달지말아주세요 앞으로 무슨일이있어도 절대 다신 이용안합니다	313
더블엘프	1	2020-04-15	1	소비자들이 배달의 민족을 치켜줬는데 ..감사한 줄 모르고 외식업계의 생태계를 흐린 주범... 이제는 무슨 일이 있어도 배달의 민족은 OUT!입니다. 그래요.. 리뷰가 뭐 배달의 민족의 이익보다 더 소중하기야 하겠습니까?... 리뷰따위겠지요 뭘.ㅎㅎ	138
정신우	1	2020-04-07	0	다들힘든데 너무했네요 삭제합니다.	18
류승석	1	2020-04-07	3	평점주기도 아깝네요 소상공인 죽이는 애플리케이션 앱 지웁니다.	34
Unt kim	1	2019-08-11	1	돈벌어서 서버확장은 안하고 복날쿠폰뿌리고 서버다운됬는데 주문은안되고 돈만빠져나감 배달의민족 삭제합니다	56
김경아	1	2019-06-21	0	이미지는 한순간입니다	11
야호	1	2019-08-26	0	앱은 그냥저냥이고 사기꾼소리 있어도 쓸만한데 진해 찜닭마을에서 주문했는데 머리카락나옴ㅋ 리뷰썼는데 무시하던데 그런사장들 때문에 리뷰안씀ㅡㅡ	77
오세영	1	2018-11-21	0	돈은 바로 빼가면서 2시간이지나도 안와서 전화했더만 내가전화해서 알았단다 장난하나	45
장첸	1	2019-08-11	0	이거덕분에 플라스틱용품이 넘쳐난다	18
이어진	1	2019-06-15	3	기리보이한테나 시켜먹으라하세요:)	18
비숑	1	2019-06-20	0	연예인 퍼주는거 문제 그보다 선착순 할인 뽑기할인 다 뒤져라.	34
정은주	1	2019-04-30	2	이벤트 짜증나서 그냥 전화주문함	17
강지형?Harnepher	1	2020-04-07	0	이번에 바뀐정책을 저도 확인해 봤습니다. 저는 소비자이지만 그냥 자영업자들에게 빨대를 꽃으셨더군요. 그래서 삭제합니다.	66
Desapare ciendo	1	2019-07-28	1	으.. 광고 너무 여혐이에요.	16
이정훈	1	2020-04-12	1	더귀한분ㅡ미련없이 탈퇴요~	14
김남희	1	2020-04-11	0	그동안 잘 이용했습니다.	13
이승현	1	2021-04-22	1	본인인증이 안되네요 방법을 공지사항등에 적어주면 좋겠네요	31
모닝글로리	1	2020-04-07	1	탈퇴하려고 다시 설치했어요~~^^	18
레베리	1	2019-03-23	0	접속이 안되요.. 몇달째 왜 들어가지지 않을까요?????	31
뚜뚜	1	2019-04-24	0	만나서 카드/현금결제하는사람도 리뷰쓸수있게해주세요	27
김영현	1	2020-03-09	1	본인인증 핸드폰으로못하면 사용방법이없어서 불편하고 고객센터불친절 회원탈퇴합니다	43
김소형	1	2020-04-07	0	초심을 잃어도 너무...삭제완료함	18
Kh Seo	1	2019-07-05	0	이용자가 많아지니까 관리도 엉망..배째라 영업.. 완전 싫음	33
서봉준	1	2018-12-26	0	쿠폰할인이 안 된다하고 처음 주문하는데 쿠폰할인안된다고 하네요 아으	37
?미여니	1	2019-10-31	3	안드로이드는 왜 총주문금액 조회가 안되나요ㅠ.ㅠ 안드로이드랑 아이폰 차별하시나요ㅠㅠ??	48
이지현	1	2021-02-19	2	배민커넥트 지원 창이 안뜸	14
김창희	1	2020-04-07	0	4차산업시대에 사람이 중요하다고 하는데.. 배민은 그동안의 성공에 자아도취되어 자기만 아는 괴물로 변해버렸네요. 자영업자에게 기회를 준 것은 칭찬할 만 하지만 플랫폼 기업이 독점적 지위를 남용하면 이득은 플랫폼 기업만 가져가게 되겠지요. 어려운 시기에 수수료 인상이라는 어려운 결정하셨는데 어려운 자영업자분들 힘들게 하지마세요.	183
Google 사용자	1	2019-03-05	0	요기요어플 쓰세요ㅋ배민 1000만원시켜먹어도 할인 쿠폰 100원짜리줍니다ㅋ 요기요로 갈아탑니다	52
파란립스틱	1	2020-04-07	1	쿠폰을 줬으면 쓰게 해주던가 쿠폰 구경시켜주셨나요 쿠폰 잘보고갑니다	37
구보	1	2020-08-03	3	비회원도 리뷰를못다는게 좀그렇네요 주문하고 피드백도못주고	31
nikoo nikoo	1	2020-04-08	0	별하나도 아깝습니다. 쓰지 맙시다.	19
이쫑	1	2020-05-14	3	배달의민족은 항의글 쓰는곳이 어디에도 없네요 배달의민족 고객센터 직원 너무 불친절하세요 저희 가게로 손님이 고객센터를 통해 연락을 주셨는데 할부되냐 물어보셔서 5만원이상은 할부가 되는걸로 알고있지만 배달직원의 카드기에따라 다를수있으니 제가 된다안된다 확답은 못드리고 배달직원에게 물어봐야 알것같다라고 고객센터직원분에게 답변드렸습니다 몇번을 똑같이 말씀드렸는데 그럼 할부된다고 전달하겠습니다라고 말씀하시더라고요 사람말을 제대로 듣긴 하시는지 손님께 할부된다 전달해드려서 일도 못하고 바쁜시간에 계속 전화로 시달렸네요 배달의민족 고객센터는 고객말만듣고 저희 설명은 듣지않나봐요? 잘못 전달하는바람에 손님도 할부왜안해주냐고 항의 계속오고 배달의민족 고객센터 직원 분명할부된다그랬다고 우기시네요 일처리 그렇게하지마세요 손님과 가게입장 전달제대로 못하고 이해하려하시지도 않고 불친절하세요 말하는 톤만 친절하게 하는듯하시면서 우기시고 배달의민족 고객센터 사람 잘보고뽑으시길	482
지다영	1	2020-07-15	1	배달이 너뮤 늦고 수수료가 비쌈	17
Shorts Brawl [SB]	1	2019-11-19	1	최신버전 배민 앱인데 계속 업데이트하라고 뜨네요 배민페이도 못하고	36
Google 사용자	1	2019-01-19	1	정렬기능 없어졌네요 삭제합니다	16
seeing on	1	2019-07-12	2	운영이 정말 찌질하고 기분나쁜 어플	19
전병호	1	2018-10-06	0	음식에 대한 맛평가에 신뢰성있는 기준이 없다	24
jinlyeul kim	1	2020-04-08	1	수수료빨아먹는 국민들위하는척해드만 ..너무하네요	26
눅눅이	1	2020-04-07	0	요기요 쓸려고 다운중이에요 ㅎㅎ	17
왕따별	1	2020-04-10	0	탈퇴 및 삭제 완료 이딴 ㅇ아치 어플 안 쓴다	25
이건희	1	2019-04-29	2	할인정복 이벤트 장난? 2시간 보상해라	21
마이트게이	1	2021-02-26	0	아직 이거쓰는 흑우없제?	13
니노	1	2020-04-08	0	진짜 이때다 싶어가지고...실망 너무 했어요..요기오랑 독점하니까 좋으신가요??배신의 민족 그렇게 받아 먹으니까 속 시원합니까?양심도 없어요..정말 혼줄 나야 돼요~	92
전대현	1	2020-04-04	1	소상공인 등쳐 먹는 쓰레기 앱임.	18
전광석화천하만사	1	2019-06-26	1	부적절하게 뿌린 '쏜다 쿠폰' 다 리보크 시키세요	27
돈데크만	1	2020-08-03	1	광고포함은 뭐냐....타앱보다 부과세 적게받나?? 뭐 기업답네 자기이익 우선이니까...	48
